store,app_id,rating,title,content,user,date,thumbs_up,app_version,app_name,full_text,theme,is_feature_request,india_signal
play,fr.kwit.android,1,,"pay the subscription to get reminders, or enjoy an app that's basically just a subscription ad!",mariam al said,2025-09-20 19:31:27,0,4.53.102,Kwit - Quit smoking for good!,". pay the subscription to get reminders, or enjoy an app that's basically just a subscription ad!",subscription_issues,False,False
play,fr.kwit.android,1,,"pay the subscription to get reminders, or enjoy an app that's basically just a subscription ad!",mariam al said,2025-09-20 19:31:27,0,4.53.102,Kwit - Quit smoking for good!,". pay the subscription to get reminders, or enjoy an app that's basically just a subscription ad!",content_quality,False,False
play,fr.kwit.android,1,,"pay the subscription to get reminders, or enjoy an app that's basically just a subscription ad!",mariam al said,2025-09-20 19:31:27,0,4.53.102,Kwit - Quit smoking for good!,". pay the subscription to get reminders, or enjoy an app that's basically just a subscription ad!",notifications,False,False
play,fr.kwit.android,2,,the app is cool if it didnt try to get you to pay for a subscription several times a day,Sarah Smith,2025-09-13 15:13:46,0,,Kwit - Quit smoking for good!,. the app is cool if it didnt try to get you to pay for a subscription several times a day,subscription_issues,False,False
play,fr.kwit.android,1,,most health related goals are behind a paywall. after 3 days the only free ones are the ecology ones. there's almost no free content.,Cecilia Takeda,2025-04-30 09:46:02,1,4.48.302,Kwit - Quit smoking for good!,. most health related goals are behind a paywall. after 3 days the only free ones are the ecology ones. there's almost no free content.,paywall_pricing,False,False
play,fr.kwit.android,1,,"The free version is the same as just writing down what time you stopped smoking. I'd actually love to pay to unlock those little milestones. but they charge 69usd, with no service or help, other than unlocking some generic and static milestone updates. Insanely expensive ""premium"" with nothing to justify it, worthless free version only tells you how long since you quit.",Sakilaris jørgensen,2025-01-03 21:23:29,17,4.47.101,Kwit - Quit smoking for good!,". The free version is the same as just writing down what time you stopped smoking. I'd actually love to pay to unlock those little milestones. but they charge 69usd, with no service or help, other than unlocking some generic and static milestone updates. Insanely expensive ""premium"" with nothing to justify it, worthless free version only tells you how long since you quit.",paywall_pricing,False,False
play,fr.kwit.android,1,,"The free version is the same as just writing down what time you stopped smoking. I'd actually love to pay to unlock those little milestones. but they charge 69usd, with no service or help, other than unlocking some generic and static milestone updates. Insanely expensive ""premium"" with nothing to justify it, worthless free version only tells you how long since you quit.",Sakilaris jørgensen,2025-01-03 21:23:29,17,4.47.101,Kwit - Quit smoking for good!,". The free version is the same as just writing down what time you stopped smoking. I'd actually love to pay to unlock those little milestones. but they charge 69usd, with no service or help, other than unlocking some generic and static milestone updates. Insanely expensive ""premium"" with nothing to justify it, worthless free version only tells you how long since you quit.",content_quality,False,False
play,fr.kwit.android,1,,I can't even sign up. It asks for my age. Doesn't matter if I put 21 years old or 80. It keeps telling me I need to be at least 15 years old to sign up,Serenity DeMars,2024-12-18 03:15:01,0,4.46.101,Kwit - Quit smoking for good!,. I can't even sign up. It asks for my age. Doesn't matter if I put 21 years old or 80. It keeps telling me I need to be at least 15 years old to sign up,login_account,False,False
play,fr.kwit.android,1,,It's too expensive!,Rebecca,2024-12-05 10:48:45,0,,Kwit - Quit smoking for good!,. It's too expensive!,paywall_pricing,False,False
play,fr.kwit.android,2,,a bit complicated...it should be more easier..less options and programmes,Grand Life,2024-10-13 05:27:50,0,4.44.106,Kwit - Quit smoking for good!,. a bit complicated...it should be more easier..less options and programmes,ui_ux,False,False
play,fr.kwit.android,1,,"I wanted an app to help motivate me and show me health benefits while quitting nicotine and instead I get a ""give us money"" notification spammer. I like that there is a free version and options for in app paid version through various tiers/types/etc and I only know about them all because most of the notifs from this app are ""hurry now discount for 11 hours"". I don't need several notifs a day every day asking for money. Make it paid only if it's that tough honestly. Uninstalled for this reason.",Rob Owens,2024-08-29 06:23:30,8,4.43.106,Kwit - Quit smoking for good!,". I wanted an app to help motivate me and show me health benefits while quitting nicotine and instead I get a ""give us money"" notification spammer. I like that there is a free version and options for in app paid version through various tiers/types/etc and I only know about them all because most of the notifs from this app are ""hurry now discount for 11 hours"". I don't need several notifs a day every day asking for money. Make it paid only if it's that tough honestly. Uninstalled for this reason.",notifications,False,False
play,fr.kwit.android,1,,"Great visual design, but as far as a quitting aid, this is absolutely useless. You'd do better just buying a journal or using your notes app, that's all it is. If you aren't very addicted to smoking it's probably fine, but if you've tried and failed before, this app won't change that.",Theo Pavlich,2024-08-27 05:35:05,5,4.42.201,Kwit - Quit smoking for good!,". Great visual design, but as far as a quitting aid, this is absolutely useless. You'd do better just buying a journal or using your notes app, that's all it is. If you aren't very addicted to smoking it's probably fine, but if you've tried and failed before, this app won't change that.",content_quality,False,False
play,fr.kwit.android,1,,After update van not Log in with Google account,Jacky Megens,2024-07-03 18:24:43,0,4.41.101,Kwit - Quit smoking for good!,. After update van not Log in with Google account,login_account,False,False
play,fr.kwit.android,1,,"I never wanted to purchase any subscription, and I found the app extremely manipulative about it. Now all I want is a cigarette!!!",Johanna Puukila,2024-04-10 16:28:05,4,4.38.103,Kwit - Quit smoking for good!,". I never wanted to purchase any subscription, and I found the app extremely manipulative about it. Now all I want is a cigarette!!!",subscription_issues,False,False
play,fr.kwit.android,1,,Very expensive and this is not made clear in the description. £17 a month. I can access free local services and free NHS app in the UK . Don't bother with this.,Nicole Ahmed,2024-03-13 05:20:36,2,,Kwit - Quit smoking for good!,. Very expensive and this is not made clear in the description. £17 a month. I can access free local services and free NHS app in the UK . Don't bother with this.,paywall_pricing,False,False
play,fr.kwit.android,1,,The free version achievements are all meaningless. The paid version is insanely expensive for what you get.,Jan Jonk,2023-12-25 01:31:42,4,4.33.106,Kwit - Quit smoking for good!,. The free version achievements are all meaningless. The paid version is insanely expensive for what you get.,paywall_pricing,False,False
play,fr.kwit.android,2,,Collects a lot of data and cant be tried without creating account.,Omer Salaj,2023-11-16 03:16:11,2,4.34.117,Kwit - Quit smoking for good!,. Collects a lot of data and cant be tried without creating account.,login_account,False,False
play,fr.kwit.android,2,,Collects a lot of data and cant be tried without creating account.,Omer Salaj,2023-11-16 03:16:11,2,4.34.117,Kwit - Quit smoking for good!,. Collects a lot of data and cant be tried without creating account.,data_privacy,False,False
play,fr.kwit.android,1,,"App is triggering for me. The notification icon is a cigarette with a line through it. Don't need a picture of a cigarette every few hours to remind me. Also, the constant prompts to pay for more was irritating. Now that I'm reading the passive aggressive replies from the developer to anyone who didn't give a positive review, I'm realizing I should have read those first and taken it as a huge red flag. There are similar apps. Try one of those.",Guess Who,2023-09-10 18:44:05,7,,Kwit - Quit smoking for good!,". App is triggering for me. The notification icon is a cigarette with a line through it. Don't need a picture of a cigarette every few hours to remind me. Also, the constant prompts to pay for more was irritating. Now that I'm reading the passive aggressive replies from the developer to anyone who didn't give a positive review, I'm realizing I should have read those first and taken it as a huge red flag. There are similar apps. Try one of those.",notifications,True,False
play,fr.kwit.android,1,,"Despite having all notifications turned off in the settings, the app sends me notifications multiple times per week. I had to delete my account and uninstall the app to make it stop. Save yourself the aggravation and try one of the many other similar apps.",Laura Jacobs,2023-09-05 22:48:17,5,4.31.102,Kwit - Quit smoking for good!,". Despite having all notifications turned off in the settings, the app sends me notifications multiple times per week. I had to delete my account and uninstall the app to make it stop. Save yourself the aggravation and try one of the many other similar apps.",login_account,False,False
play,fr.kwit.android,1,,"Despite having all notifications turned off in the settings, the app sends me notifications multiple times per week. I had to delete my account and uninstall the app to make it stop. Save yourself the aggravation and try one of the many other similar apps.",Laura Jacobs,2023-09-05 22:48:17,5,4.31.102,Kwit - Quit smoking for good!,". Despite having all notifications turned off in the settings, the app sends me notifications multiple times per week. I had to delete my account and uninstall the app to make it stop. Save yourself the aggravation and try one of the many other similar apps.",notifications,False,False
play,fr.kwit.android,2,,"For the free version - the cool features available about a month ago have become for subscribers. It's one thing to create new features for subscribers and another thing to take what users counted on from them. What we have now for free is a calculator - my own ""diary"" entries are suddenly unaccessible. You can use your own calendar, Google notes and a calculator for the money saved and the cigarettes not smoked. All the advertised features are payed.",Ana Murteira,2022-11-30 21:27:47,4,,Kwit - Quit smoking for good!,". For the free version - the cool features available about a month ago have become for subscribers. It's one thing to create new features for subscribers and another thing to take what users counted on from them. What we have now for free is a calculator - my own ""diary"" entries are suddenly unaccessible. You can use your own calendar, Google notes and a calculator for the money saved and the cigarettes not smoked. All the advertised features are payed.",ads,False,False
play,fr.kwit.android,2,,Honestly disappointed. This app actually use to be better before they put even mkre behind a pay wall. Honestly the features you'd be paying for are free in other apps so it's really not worth it.,Claudia Carreiro,2022-11-04 18:56:01,1,4.23.129,Kwit - Quit smoking for good!,. Honestly disappointed. This app actually use to be better before they put even mkre behind a pay wall. Honestly the features you'd be paying for are free in other apps so it's really not worth it.,paywall_pricing,False,False
play,fr.kwit.android,1,,"Paid $50 for a 6 month sub. After 6 months, all achievements I have already unlocked and those that were visible are no longer seen and locked behind a paywall. Would recommend just using a free or one time payment progress tracker instead.",Kathryn Blecher,2022-09-12 03:01:39,4,4.21.102,Kwit - Quit smoking for good!,". Paid $50 for a 6 month sub. After 6 months, all achievements I have already unlocked and those that were visible are no longer seen and locked behind a paywall. Would recommend just using a free or one time payment progress tracker instead.",paywall_pricing,False,False
play,fr.kwit.android,2,,Amazingly helpful but way too expensive to get the full version so I never will.,SOG Ronnie Ribs,2022-08-06 00:22:13,0,4.21.102,Kwit - Quit smoking for good!,. Amazingly helpful but way too expensive to get the full version so I never will.,paywall_pricing,False,False
play,fr.kwit.android,1,,"Are you kidding me?! I'm trying to quit smoking, and this app started crashing on my fifth day! I payed for this! Can't access AT ALL!",Ida Björk Lauridsen,2022-01-27 13:54:27,0,4.16.107,Kwit - Quit smoking for good!,". Are you kidding me?! I'm trying to quit smoking, and this app started crashing on my fifth day! I payed for this! Can't access AT ALL!",crashes_bugs,False,False
play,fr.kwit.android,2,,Looks great but you have to pay even for some basic progress info which are free in other apps. Disappointing.. Should be little more focused on trying to help people quit smoking rather than emptying their pockets.,Alp Kalaycioglu,2021-10-24 14:42:15,8,4.13.301,Kwit - Quit smoking for good!,. Looks great but you have to pay even for some basic progress info which are free in other apps. Disappointing.. Should be little more focused on trying to help people quit smoking rather than emptying their pockets.,content_quality,False,False
play,fr.kwit.android,1,,I uninstalled this within minutes when I kept getting a popup message while using the app that I have to pay $5.99 per week to unlock all features of the app. That's $312 per year. No thanks!,Daniel Y,2021-10-18 19:36:00,1,,Kwit - Quit smoking for good!,. I uninstalled this within minutes when I kept getting a popup message while using the app that I have to pay $5.99 per week to unlock all features of the app. That's $312 per year. No thanks!,ads,False,False
play,fr.kwit.android,2,,"I am using the paid version of two different quit-smoking apps and I had high hopes for this app. But even though it costs MUCH more than the other (QuitNow! pro) this app is only so-so. It has a nice enough design, but it gives the feel of having just been thrown together so that lots of money could be charged. Here are some issues: 1. Widget isn't stable - keeps blanking out and saying ""data unavailabel sign in"" and even when the data is there it doesn't update smoothly. 2. Shake the phone when you have a craving, and it's supposed to throw up options to overcome it. This has only worked once on my phone, and only after I shook it so much I felt like an idiot. 3. Configure and track substitutes - well, I have configured the ONE substitute I am using, but there is no way to input my use. So the app is not actually keeping track of my substitute use. (I haven't relapsed so I don't know if it keeps track of cigs smoked, but some reviews have suggested it doesn't do that, either). 4. They say it's based on cognitive behavioural whatsits, but there's no real motivational coaching or anything. The ""daily check-in"" thing which asks ""how are you feeling"" seems totally pointless and quite annoying to me: it doesn't really give any good options and doesn't do anything with the info you give (I have turned it off). 5. The only nod to ""cognitive behavioural whatsits"" is the system of goals and cards. This is okay, I suppose, and the information is useful (""you just got rid of the nicotine in your blood by 50%"" and suchlike), but it does feel a bit like a flash-card game in pre-school. 6. The app does not seem to have been designed by native English-speakers, so the use of language is sometimes a bit jarring. Not that this matters much, but I flag it because it just adds to the impression of being hastily put together. Overall, the app is okay, but for a subscription price of $75/yr I would have expected MUCH, MUCH more. Some perosnalised coaching and motivation, guidance on quitting, functions (like the widget or shake for craving) that work seamlessly, proper historical tracking of cig/sub use (with graphs, etc), more intuitive user interface, and so on. So overall, IT'S NOT WORTH THE MONEY.... AT ALL. I would have been willing to pay about $15-$20 for this thing, which is in line with what similar apps are charging.",Samash Nathu,2021-08-17 16:21:07,27,4.12.400,Kwit - Quit smoking for good!,". I am using the paid version of two different quit-smoking apps and I had high hopes for this app. But even though it costs MUCH more than the other (QuitNow! pro) this app is only so-so. It has a nice enough design, but it gives the feel of having just been thrown together so that lots of money could be charged. Here are some issues: 1. Widget isn't stable - keeps blanking out and saying ""data unavailabel sign in"" and even when the data is there it doesn't update smoothly. 2. Shake the phone when you have a craving, and it's supposed to throw up options to overcome it. This has only worked once on my phone, and only after I shook it so much I felt like an idiot. 3. Configure and track substitutes - well, I have configured the ONE substitute I am using, but there is no way to input my use. So the app is not actually keeping track of my substitute use. (I haven't relapsed so I don't know if it keeps track of cigs smoked, but some reviews have suggested it doesn't do that, either). 4. They say it's based on cognitive behavioural whatsits, but there's no real motivational coaching or anything. The ""daily check-in"" thing which asks ""how are you feeling"" seems totally pointless and quite annoying to me: it doesn't really give any good options and doesn't do anything with the info you give (I have turned it off). 5. The only nod to ""cognitive behavioural whatsits"" is the system of goals and cards. This is okay, I suppose, and the information is useful (""you just got rid of the nicotine in your blood by 50%"" and suchlike), but it does feel a bit like a flash-card game in pre-school. 6. The app does not seem to have been designed by native English-speakers, so the use of language is sometimes a bit jarring. Not that this matters much, but I flag it because it just adds to the impression of being hastily put together. Overall, the app is okay, but for a subscription price of $75/yr I would have expected MUCH, MUCH more. Some perosnalised coaching and motivation, guidance on quitting, functions (like the widget or shake for craving) that work seamlessly, proper historical tracking of cig/sub use (with graphs, etc), more intuitive user interface, and so on. So overall, IT'S NOT WORTH THE MONEY.... AT ALL. I would have been willing to pay about $15-$20 for this thing, which is in line with what similar apps are charging.",paywall_pricing,False,False
play,fr.kwit.android,2,,"I am using the paid version of two different quit-smoking apps and I had high hopes for this app. But even though it costs MUCH more than the other (QuitNow! pro) this app is only so-so. It has a nice enough design, but it gives the feel of having just been thrown together so that lots of money could be charged. Here are some issues: 1. Widget isn't stable - keeps blanking out and saying ""data unavailabel sign in"" and even when the data is there it doesn't update smoothly. 2. Shake the phone when you have a craving, and it's supposed to throw up options to overcome it. This has only worked once on my phone, and only after I shook it so much I felt like an idiot. 3. Configure and track substitutes - well, I have configured the ONE substitute I am using, but there is no way to input my use. So the app is not actually keeping track of my substitute use. (I haven't relapsed so I don't know if it keeps track of cigs smoked, but some reviews have suggested it doesn't do that, either). 4. They say it's based on cognitive behavioural whatsits, but there's no real motivational coaching or anything. The ""daily check-in"" thing which asks ""how are you feeling"" seems totally pointless and quite annoying to me: it doesn't really give any good options and doesn't do anything with the info you give (I have turned it off). 5. The only nod to ""cognitive behavioural whatsits"" is the system of goals and cards. This is okay, I suppose, and the information is useful (""you just got rid of the nicotine in your blood by 50%"" and suchlike), but it does feel a bit like a flash-card game in pre-school. 6. The app does not seem to have been designed by native English-speakers, so the use of language is sometimes a bit jarring. Not that this matters much, but I flag it because it just adds to the impression of being hastily put together. Overall, the app is okay, but for a subscription price of $75/yr I would have expected MUCH, MUCH more. Some perosnalised coaching and motivation, guidance on quitting, functions (like the widget or shake for craving) that work seamlessly, proper historical tracking of cig/sub use (with graphs, etc), more intuitive user interface, and so on. So overall, IT'S NOT WORTH THE MONEY.... AT ALL. I would have been willing to pay about $15-$20 for this thing, which is in line with what similar apps are charging.",Samash Nathu,2021-08-17 16:21:07,27,4.12.400,Kwit - Quit smoking for good!,". I am using the paid version of two different quit-smoking apps and I had high hopes for this app. But even though it costs MUCH more than the other (QuitNow! pro) this app is only so-so. It has a nice enough design, but it gives the feel of having just been thrown together so that lots of money could be charged. Here are some issues: 1. Widget isn't stable - keeps blanking out and saying ""data unavailabel sign in"" and even when the data is there it doesn't update smoothly. 2. Shake the phone when you have a craving, and it's supposed to throw up options to overcome it. This has only worked once on my phone, and only after I shook it so much I felt like an idiot. 3. Configure and track substitutes - well, I have configured the ONE substitute I am using, but there is no way to input my use. So the app is not actually keeping track of my substitute use. (I haven't relapsed so I don't know if it keeps track of cigs smoked, but some reviews have suggested it doesn't do that, either). 4. They say it's based on cognitive behavioural whatsits, but there's no real motivational coaching or anything. The ""daily check-in"" thing which asks ""how are you feeling"" seems totally pointless and quite annoying to me: it doesn't really give any good options and doesn't do anything with the info you give (I have turned it off). 5. The only nod to ""cognitive behavioural whatsits"" is the system of goals and cards. This is okay, I suppose, and the information is useful (""you just got rid of the nicotine in your blood by 50%"" and suchlike), but it does feel a bit like a flash-card game in pre-school. 6. The app does not seem to have been designed by native English-speakers, so the use of language is sometimes a bit jarring. Not that this matters much, but I flag it because it just adds to the impression of being hastily put together. Overall, the app is okay, but for a subscription price of $75/yr I would have expected MUCH, MUCH more. Some perosnalised coaching and motivation, guidance on quitting, functions (like the widget or shake for craving) that work seamlessly, proper historical tracking of cig/sub use (with graphs, etc), more intuitive user interface, and so on. So overall, IT'S NOT WORTH THE MONEY.... AT ALL. I would have been willing to pay about $15-$20 for this thing, which is in line with what similar apps are charging.",subscription_issues,False,False
play,fr.kwit.android,2,,"I am using the paid version of two different quit-smoking apps and I had high hopes for this app. But even though it costs MUCH more than the other (QuitNow! pro) this app is only so-so. It has a nice enough design, but it gives the feel of having just been thrown together so that lots of money could be charged. Here are some issues: 1. Widget isn't stable - keeps blanking out and saying ""data unavailabel sign in"" and even when the data is there it doesn't update smoothly. 2. Shake the phone when you have a craving, and it's supposed to throw up options to overcome it. This has only worked once on my phone, and only after I shook it so much I felt like an idiot. 3. Configure and track substitutes - well, I have configured the ONE substitute I am using, but there is no way to input my use. So the app is not actually keeping track of my substitute use. (I haven't relapsed so I don't know if it keeps track of cigs smoked, but some reviews have suggested it doesn't do that, either). 4. They say it's based on cognitive behavioural whatsits, but there's no real motivational coaching or anything. The ""daily check-in"" thing which asks ""how are you feeling"" seems totally pointless and quite annoying to me: it doesn't really give any good options and doesn't do anything with the info you give (I have turned it off). 5. The only nod to ""cognitive behavioural whatsits"" is the system of goals and cards. This is okay, I suppose, and the information is useful (""you just got rid of the nicotine in your blood by 50%"" and suchlike), but it does feel a bit like a flash-card game in pre-school. 6. The app does not seem to have been designed by native English-speakers, so the use of language is sometimes a bit jarring. Not that this matters much, but I flag it because it just adds to the impression of being hastily put together. Overall, the app is okay, but for a subscription price of $75/yr I would have expected MUCH, MUCH more. Some perosnalised coaching and motivation, guidance on quitting, functions (like the widget or shake for craving) that work seamlessly, proper historical tracking of cig/sub use (with graphs, etc), more intuitive user interface, and so on. So overall, IT'S NOT WORTH THE MONEY.... AT ALL. I would have been willing to pay about $15-$20 for this thing, which is in line with what similar apps are charging.",Samash Nathu,2021-08-17 16:21:07,27,4.12.400,Kwit - Quit smoking for good!,". I am using the paid version of two different quit-smoking apps and I had high hopes for this app. But even though it costs MUCH more than the other (QuitNow! pro) this app is only so-so. It has a nice enough design, but it gives the feel of having just been thrown together so that lots of money could be charged. Here are some issues: 1. Widget isn't stable - keeps blanking out and saying ""data unavailabel sign in"" and even when the data is there it doesn't update smoothly. 2. Shake the phone when you have a craving, and it's supposed to throw up options to overcome it. This has only worked once on my phone, and only after I shook it so much I felt like an idiot. 3. Configure and track substitutes - well, I have configured the ONE substitute I am using, but there is no way to input my use. So the app is not actually keeping track of my substitute use. (I haven't relapsed so I don't know if it keeps track of cigs smoked, but some reviews have suggested it doesn't do that, either). 4. They say it's based on cognitive behavioural whatsits, but there's no real motivational coaching or anything. The ""daily check-in"" thing which asks ""how are you feeling"" seems totally pointless and quite annoying to me: it doesn't really give any good options and doesn't do anything with the info you give (I have turned it off). 5. The only nod to ""cognitive behavioural whatsits"" is the system of goals and cards. This is okay, I suppose, and the information is useful (""you just got rid of the nicotine in your blood by 50%"" and suchlike), but it does feel a bit like a flash-card game in pre-school. 6. The app does not seem to have been designed by native English-speakers, so the use of language is sometimes a bit jarring. Not that this matters much, but I flag it because it just adds to the impression of being hastily put together. Overall, the app is okay, but for a subscription price of $75/yr I would have expected MUCH, MUCH more. Some perosnalised coaching and motivation, guidance on quitting, functions (like the widget or shake for craving) that work seamlessly, proper historical tracking of cig/sub use (with graphs, etc), more intuitive user interface, and so on. So overall, IT'S NOT WORTH THE MONEY.... AT ALL. I would have been willing to pay about $15-$20 for this thing, which is in line with what similar apps are charging.",login_account,False,False
play,fr.kwit.android,2,,"I am using the paid version of two different quit-smoking apps and I had high hopes for this app. But even though it costs MUCH more than the other (QuitNow! pro) this app is only so-so. It has a nice enough design, but it gives the feel of having just been thrown together so that lots of money could be charged. Here are some issues: 1. Widget isn't stable - keeps blanking out and saying ""data unavailabel sign in"" and even when the data is there it doesn't update smoothly. 2. Shake the phone when you have a craving, and it's supposed to throw up options to overcome it. This has only worked once on my phone, and only after I shook it so much I felt like an idiot. 3. Configure and track substitutes - well, I have configured the ONE substitute I am using, but there is no way to input my use. So the app is not actually keeping track of my substitute use. (I haven't relapsed so I don't know if it keeps track of cigs smoked, but some reviews have suggested it doesn't do that, either). 4. They say it's based on cognitive behavioural whatsits, but there's no real motivational coaching or anything. The ""daily check-in"" thing which asks ""how are you feeling"" seems totally pointless and quite annoying to me: it doesn't really give any good options and doesn't do anything with the info you give (I have turned it off). 5. The only nod to ""cognitive behavioural whatsits"" is the system of goals and cards. This is okay, I suppose, and the information is useful (""you just got rid of the nicotine in your blood by 50%"" and suchlike), but it does feel a bit like a flash-card game in pre-school. 6. The app does not seem to have been designed by native English-speakers, so the use of language is sometimes a bit jarring. Not that this matters much, but I flag it because it just adds to the impression of being hastily put together. Overall, the app is okay, but for a subscription price of $75/yr I would have expected MUCH, MUCH more. Some perosnalised coaching and motivation, guidance on quitting, functions (like the widget or shake for craving) that work seamlessly, proper historical tracking of cig/sub use (with graphs, etc), more intuitive user interface, and so on. So overall, IT'S NOT WORTH THE MONEY.... AT ALL. I would have been willing to pay about $15-$20 for this thing, which is in line with what similar apps are charging.",Samash Nathu,2021-08-17 16:21:07,27,4.12.400,Kwit - Quit smoking for good!,". I am using the paid version of two different quit-smoking apps and I had high hopes for this app. But even though it costs MUCH more than the other (QuitNow! pro) this app is only so-so. It has a nice enough design, but it gives the feel of having just been thrown together so that lots of money could be charged. Here are some issues: 1. Widget isn't stable - keeps blanking out and saying ""data unavailabel sign in"" and even when the data is there it doesn't update smoothly. 2. Shake the phone when you have a craving, and it's supposed to throw up options to overcome it. This has only worked once on my phone, and only after I shook it so much I felt like an idiot. 3. Configure and track substitutes - well, I have configured the ONE substitute I am using, but there is no way to input my use. So the app is not actually keeping track of my substitute use. (I haven't relapsed so I don't know if it keeps track of cigs smoked, but some reviews have suggested it doesn't do that, either). 4. They say it's based on cognitive behavioural whatsits, but there's no real motivational coaching or anything. The ""daily check-in"" thing which asks ""how are you feeling"" seems totally pointless and quite annoying to me: it doesn't really give any good options and doesn't do anything with the info you give (I have turned it off). 5. The only nod to ""cognitive behavioural whatsits"" is the system of goals and cards. This is okay, I suppose, and the information is useful (""you just got rid of the nicotine in your blood by 50%"" and suchlike), but it does feel a bit like a flash-card game in pre-school. 6. The app does not seem to have been designed by native English-speakers, so the use of language is sometimes a bit jarring. Not that this matters much, but I flag it because it just adds to the impression of being hastily put together. Overall, the app is okay, but for a subscription price of $75/yr I would have expected MUCH, MUCH more. Some perosnalised coaching and motivation, guidance on quitting, functions (like the widget or shake for craving) that work seamlessly, proper historical tracking of cig/sub use (with graphs, etc), more intuitive user interface, and so on. So overall, IT'S NOT WORTH THE MONEY.... AT ALL. I would have been willing to pay about $15-$20 for this thing, which is in line with what similar apps are charging.",data_privacy,False,False
play,fr.kwit.android,2,,"The new update moved some free features to premium and also removed some features entirely. I've adjusted my review to reflect this, and I will also be deleting the app as it has gotten too expensive to use premium.",Danzel Glovington,2021-05-27 23:44:11,9,4.12.300,Kwit - Quit smoking for good!,". The new update moved some free features to premium and also removed some features entirely. I've adjusted my review to reflect this, and I will also be deleting the app as it has gotten too expensive to use premium.",paywall_pricing,False,False
play,fr.kwit.android,2,,"It's an awesome app and I love the concept, I just wish the paid portion didn't lock so many useful and likely very motivating features behind such a high cost. One of the biggest benefits for me quitting is going to be the financial burden lifted. It's an app designed to help people and will likely save lives so I think it should be priced way more accessibly. I know the paid features would be useful for me, but it's just too expensive.",RideTheSpiralARC,2021-05-20 03:53:12,25,4.11.201,Kwit - Quit smoking for good!,". It's an awesome app and I love the concept, I just wish the paid portion didn't lock so many useful and likely very motivating features behind such a high cost. One of the biggest benefits for me quitting is going to be the financial burden lifted. It's an app designed to help people and will likely save lives so I think it should be priced way more accessibly. I know the paid features would be useful for me, but it's just too expensive.",paywall_pricing,False,False
play,fr.kwit.android,1,,App require logging in and personnal informatio so it can show ads and sell product. For those people who need help quitting without someome trying to use the situation to sell you stuff I recommend other apps not thos one.,Daniel Rist,2021-05-13 10:00:11,0,,Kwit - Quit smoking for good!,. App require logging in and personnal informatio so it can show ads and sell product. For those people who need help quitting without someome trying to use the situation to sell you stuff I recommend other apps not thos one.,ads,False,False
play,fr.kwit.android,1,,"So, I pretended I smoked after 2 months. They do have this option(to register it) but they don't actually do! I tried too. Like a fail. It literally doesn't work. :) Try something else, some other app. Register your knitting day somewhere else. :) This is stupid.",Fraulein Sofia,2021-05-10 20:35:23,1,4.11.201,Kwit - Quit smoking for good!,". So, I pretended I smoked after 2 months. They do have this option(to register it) but they don't actually do! I tried too. Like a fail. It literally doesn't work. :) Try something else, some other app. Register your knitting day somewhere else. :) This is stupid.",crashes_bugs,False,False
play,fr.kwit.android,1,,"So, I pretended I smoked after 2 months. They do have this option(to register it) but they don't actually do! I tried too. Like a fail. It literally doesn't work. :) Try something else, some other app. Register your knitting day somewhere else. :) This is stupid.",Fraulein Sofia,2021-05-10 20:35:23,1,4.11.201,Kwit - Quit smoking for good!,". So, I pretended I smoked after 2 months. They do have this option(to register it) but they don't actually do! I tried too. Like a fail. It literally doesn't work. :) Try something else, some other app. Register your knitting day somewhere else. :) This is stupid.",india_context,False,False
play,fr.kwit.android,1,,Not for vaping. In first couple of screens it asks you how many cigarettes you smoke per day. How am I supposed to translate that to a vaping context? They just threw vaping into the title to try to get more downloads. Smoking and vaping are totally different.,Josh Woodcock,2021-04-14 14:35:57,3,4.11.201,Kwit - Quit smoking for good!,. Not for vaping. In first couple of screens it asks you how many cigarettes you smoke per day. How am I supposed to translate that to a vaping context? They just threw vaping into the title to try to get more downloads. Smoking and vaping are totally different.,ads,False,False
play,fr.kwit.android,2,,"If you're using the free version you can't add NRT or ENDS. You don't get to see your life expectancy regained, CO not inhaled, and time saved. This app is pretty useless unless you pay for it. You could at least allow free users to add their substitutes so they can have the right stats and information.",Bridget Russell,2021-01-06 19:39:19,2,4.10.200,Kwit - Quit smoking for good!,". If you're using the free version you can't add NRT or ENDS. You don't get to see your life expectancy regained, CO not inhaled, and time saved. This app is pretty useless unless you pay for it. You could at least allow free users to add their substitutes so they can have the right stats and information.",content_quality,False,False
play,fr.kwit.android,1,,Specifies stop vaping app but nothing at all about vaping. All about stop smoking. Should remove the advert of vaping,Steve Taylor,2021-01-03 23:08:01,0,,Kwit - Quit smoking for good!,. Specifies stop vaping app but nothing at all about vaping. All about stop smoking. Should remove the advert of vaping,ads,False,False
play,fr.kwit.android,2,,"I installed this app and deleted it immediately. This app is very expensive in South Africa. If you do not pay you won't have all the features. Yes you need to get paid for the effort that you have put into the app, but its very pricy when You do the conversion.",Kaley Dunlee,2020-12-06 17:41:40,2,,Kwit - Quit smoking for good!,". I installed this app and deleted it immediately. This app is very expensive in South Africa. If you do not pay you won't have all the features. Yes you need to get paid for the effort that you have put into the app, but its very pricy when You do the conversion.",paywall_pricing,False,False
